CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
3.9934283060224653,18.656702405130577,16.21613687439067,1,0.662092599957873,3.9248702590709224,11.14908044258097,8.422649323841515,10,260.4240361161732,16.400710750664985,356.1763792004343,24.8345194052386,33.538012540952664
2.723471397657631,28.50951686938471,13.959649113180532,1,0.7058807623358174,6.322268912148067,51.871591956470006,8.452847752720531,18,323.2557048072024,16.828512744101047,105.08837742452113,39.36566631335455,40.20282803213819
4.295377076201385,17.33735952947548,19.716289483627445,1,0.7829933998084619,6.250228874460024,51.380165003514534,5.10434880264622,22,585.2753627788366,14.122856416685913,188.89939957806342,15.0714461437421,47.689156823828625
6.046059712816051,89.67654246264252,3.567535331847002,1,0.46189243207692865,7.57141087562922,37.55879625133856,11.358611853238337,11,653.6835316997699,13.155583766806318,129.73155165478664,30.361051528563973,46.87098236140557
2.531693250553328,8.023374566164222,19.26466966004867,1,0.7950296461080373,8.001899771625514,93.35956139439755,2.840927354604591,16,347.8867514499147,20.364209229856396,380.8575668305406,20.50132270721471,54.66346545194905
2.531726086101639,52.451138957025464,13.990397888226646,1,0.5989534093580722,5.642648101874544,82.9231256674489,6.503953908371167,17,318.83475521495996,17.024656497627653,329.4582379012363,5.984661930054926,47.23917353649687
6.158425631014783,41.03968269896615,24.11180809261587,0,0.3462349674805987,4.813999496108963,70.02372880905403,8.599723742059052,19,257.3584405145354,12.14381235984153,283.60060453055183,23.707260503300866,44.03951197684316
4.534869458305818,98.23786169086064,9.204931984928466,1,0.33513055754638754,4.556009383902567,71.71833693776476,8.668493864809902,18,523.1701427578197,20.029813013091037,235.05079464604347,12.695096469318534,39.76731212515317
2.0610512281300957,11.203890216805235,16.182925435214756,0,0.5005429912176365,4.167743020229231,46.70989823749879,8.13502852445697,3,327.70483591648554,21.80793805414585,328.23671572965924,2.341725129684871,47.25784154373588
4.085120087171929,39.785559904574164,23.36867453224042,0,0.7709381862668806,3.3458854931941495,92.17845758856102,4.028170347970462,21,693.2622465045537,18.05926195414247,156.90681660941883,25.762259474592007,29.021547738526177
2.0731646143750755,96.94704332753689,3.460233471776302,1,0.7246085608445495,5.05468787300828,69.76494729807526,2.718272255552842,16,329.1266411351743,17.037083870840707,179.02074204242476,34.49836162366438,35.659266754791645
2.068540492859486,86.55071258939803,23.493483693674825,0,0.7731689788034439,4.6214861527846995,73.16912510392582,7.99534359509382,6,366.7748257304455,20.784158630449618,292.0006884323446,14.446020909095092,40.090898251256846
3.4839245431320682,81.707207094928,17.50925733521952,1,0.6103614338649657,8.798504315198445,86.30739947494718,7.592323277533815,12,481.83380791661915,21.525167896845986,143.1019053174857,16.22152634129805,64.54271521203232
0.8265604893155958,25.790282704493983,2.6280894185241257,0,0.5641193987732944,6.346252957500264,28.13308734487691,2.972916113181651,11,590.9263612552177,19.545369159024606,25.56037681934953,35.74984563572125,39.48811588216312
0.44983566502606553,17.088758739006582,8.22312560672359,1,0.3884715160237704,5.083662234183045,80.9000194828036,8.756530601276197,15,408.23526594009854,16.45452929734288,29.733843554428585,32.73074372132688,35.56690760188649
1.8754249415180546,66.8643219924431,17.996130127486758,0,0.496915652165587,6.4828056059621755,20.32881969269271,6.00689190907022,15,382.4608185839271,17.922213993314404,46.145120522281545,28.88316011851931,44.674594195469616
0.9743377593311524,92.93759891275857,2.6164144352505208,1,0.5604116197043252,3.8351802080741733,35.1888532722439,8.345366507634683,16,697.6008084771446,19.009353650179992,347.8725293374651,10.70308548637277,41.89513724518421
3.628494665190548,55.67628930139298,14.97209104423056,1,0.35316025780777033,5.664262495213217,34.225434972714424,10.211037877471657,10,155.77150262696944,13.942735710018015,188.89057030248173,36.49844954369914,36.32418602018737
1.1839518489575782,57.161268946989985,9.301193366870962,1,0.4323671716267268,6.757405928526383,97.87402137052491,2.8670127143461546,12,642.2859088681852,16.47201032216438,285.1529477378946,7.022214544029307,55.09883076703865
0.17539259732941703,27.997909366028416,15.901972426419452,1,0.6589351764382434,5.933386990754708,85.79718515104476,1.2105935479652035,13,232.02745426685559,20.29821264717285,157.16373424195731,25.444050257271652,43.03874680766862
5.931297537843108,76.94929331919369,2.0978088115003084,0,0.741397868543514,5.410672803925945,70.41581629743571,9.570128450353655,4,582.2589019149024,18.54725348498443,103.4843789662538,2.1232460413142293,44.360234560803576
2.5484473990269287,18.704374855752338,21.91688334765703,1,0.8990085068357698,8.963090333398188,72.97861939992362,7.706671676678775,7,489.8623579154639,16.11204067211854,138.87686702488477,26.10507244667289,50.97608828991121
3.1350564093758475,32.367923640424365,24.363735260257528,0,0.8598679988061346,8.281888572893562,56.645206645854536,8.696035265843339,22,338.01600702395064,18.633625340146814,317.6729381268734,11.808629723061033,59.081058807767654
0.15050362757308644,42.54364386164168,24.253068526856595,0,0.6855391197211149,6.74043574895664,94.76197604374339,10.219704724875069,2,630.6312255365601,13.182224120724598,250.08645001257528,18.53740211016508,46.15183593629818
